Subject Age Group,Weapon Type,Officer YOB,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Initial Call Type,Arrest Flag,Frisk Flag,Reported_year
36 - 45,None,1990,Male,White,White,Male,DISTURBANCE,0,0,2015
26 - 35,None,1979,Male,White,Black or African American,Male,TRESPASS,0,1,2015
56 and Above,None,1983,Male,White,Black or African American,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,1,2015
26 - 35,None,1971,Female,White,Asian,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
26 - 35,None,1977,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2015
46 - 55,None,1989,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2015
18 - 25,Lethal Cutting Instrument,1970,Male,White,Hispanic,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2015
26 - 35,None,1969,Male,White,White,Male,BURG - OCCUPIED RESD,0,0,2015
18 - 25,Handgun,1971,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2015
26 - 35,None,1990,Male,White,White,Female,DISTURBANCE,0,0,2015
18 - 25,None,1984,Male,White,Unknown,Male,PROPERTY - DAMAGE,0,0,2015
36 - 45,None,1977,Male,White,Black or African American,Male,"OBS - REPORT, NON INJ/NON BLKG OR AFTER FACT INJ",0,1,2015
46 - 55,None,1976,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2015
18 - 25,None,1984,Female,White,White,Male,TRESPASS,0,1,2015
46 - 55,None,1975,Male,Two or More Races,Multi-Racial,Male,TRESPASS,0,0,2015
26 - 35,None,1977,Male,White,White,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,1,2015
18 - 25,None,1988,Male,Two or More Races,White,Female,BURG - OCCUPIED RESD,0,0,2015
26 - 35,None,1987,Male,White,Unknown,Male,ASSIST PUBLIC - NO WELFARE CHK OR DV ORDER SERVICE,0,0,2015
18 - 25,None,1971,Male,White,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
36 - 45,None,1975,Male,Two or More Races,Multi-Racial,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
36 - 45,None,1986,Male,White,Black or African American,Male,RAPE,0,0,2015
18 - 25,None,1988,Male,Two or More Races,White,Male,TRESPASS,0,0,2015
36 - 45,None,1979,Male,Declined to Answer,Hispanic,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
26 - 35,None,1958,Female,White,White,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,0,2015
56 and Above,None,1992,Female,White,Black or African American,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2015
26 - 35,None,1981,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2015
46 - 55,None,1963,Male,Black or African American,White,Male,WARRANT - FELONY PICKUP,0,1,2015
18 - 25,None,1982,Male,White,White,Female,NOISE - GENERAL,0,0,2015
36 - 45,Firearm Other,1976,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2015
26 - 35,None,1971,Male,White,White,Female,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
18 - 25,None,1982,Male,White,Multi-Racial,Male,DISTURBANCE,0,1,2015
26 - 35,None,1984,Female,White,White,Male,TRESPASS,0,1,2015
36 - 45,None,1958,Female,White,Asian,Female,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,0,2015
18 - 25,None,1983,Male,White,Black or African American,Male,DISTURBANCE - DV CRITICAL,0,0,2015
18 - 25,None,1992,Female,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
18 - 25,None,1982,Male,White,Multi-Racial,Female,DISTURBANCE,0,0,2015
18 - 25,None,1983,Male,American Indian or Alaska Native,White,Male,TRESPASS,0,0,2015
26 - 35,None,1970,Female,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2015
26 - 35,None,1981,Male,White,White,Female,DUI - DRIVING UNDER INFLUENCE,0,0,2015
18 - 25,None,1991,Male,White,Black or African American,Male,DISTURBANCE,0,1,2015
26 - 35,None,1977,Male,White,Black or African American,Male,ROBBERY (INCL STRONG ARM),0,0,2015
26 - 35,None,1986,Female,White,White,Male,DISTURBANCE,0,0,2015
36 - 45,None,1984,Female,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2015
26 - 35,None,1987,Female,Two or More Races,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2015
26 - 35,None,1988,Male,Two or More Races,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
56 and Above,None,1971,Male,White,Black or African American,Male,DISTURBANCE,0,0,2015
46 - 55,None,1990,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,1,2015
18 - 25,Lethal Cutting Instrument,1992,Female,White,Hispanic,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2015
18 - 25,None,1978,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1984,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,0,2015
26 - 35,None,1990,Male,White,Black or African American,Male,SHOTS HEARD - IN PROGRESS,0,1,2015
26 - 35,None,1984,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
46 - 55,Lethal Cutting Instrument,1977,Male,White,Black or African American,Male,ROBBERY (INCL STRONG ARM),0,1,2015
18 - 25,None,1990,Male,White,Black or African American,Male,SHOTS HEARD - IN PROGRESS,0,1,2015
26 - 35,None,1962,Male,White,White,Female,TRESPASS,0,0,2015
26 - 35,None,1986,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2015
18 - 25,None,1986,Male,White,White,Male,BURG - OCCUPIED RESD,0,0,2015
18 - 25,None,1985,Male,Hispanic,Black or African American,Male,ROBBERY (INCL STRONG ARM),0,1,2015
36 - 45,None,1986,Male,White,White,Male,DISTURBANCE,0,0,2015
26 - 35,Lethal Cutting Instrument,1979,Male,American Indian or Alaska Native,American Indian or Alaska Native,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,1,2015
18 - 25,None,1986,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,0,2015
36 - 45,None,1975,Male,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Male,DISTURBANCE,0,0,2015
36 - 45,None,1981,Male,White,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1967,Female,White,Unknown,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
56 and Above,None,1955,Male,Hispanic,Multi-Racial,Male,DISTURBANCE,0,1,2015
26 - 35,None,1985,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1976,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
18 - 25,None,1965,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
26 - 35,None,1977,Male,White,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1990,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1990,Male,White,Multi-Racial,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1990,Male,White,Multi-Racial,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2015
36 - 45,None,1985,Male,White,White,Female,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1979,Male,American Indian or Alaska Native,Black or African American,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
26 - 35,None,1986,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,0,2015
18 - 25,Lethal Cutting Instrument,1981,Male,Hispanic,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,0,2015
18 - 25,None,1988,Male,White,White,Male,TRESPASS,0,0,2015
18 - 25,None,1973,Male,White,American Indian or Alaska Native,Male,DISTURBANCE,0,1,2015
36 - 45,None,1988,Male,White,Hispanic,Male,DISTURBANCE,0,0,2015
46 - 55,None,1978,Male,White,White,Male,SFD - ASSIST ON CRITICAL FIRE OR MEDIC RESPONSE,0,0,2015
26 - 35,None,1962,Male,White,White,Male,TRESPASS,0,0,2015
46 - 55,None,1962,Male,White,Multi-Racial,Female,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2015
56 and Above,None,1985,Male,Declined to Answer,White,Female,SHOTS HEARD - IN PROGRESS,0,1,2015
18 - 25,None,1972,Female,Two or More Races,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2015
46 - 55,None,1991,Male,Declined to Answer,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
36 - 45,None,1990,Male,White,Black or African American,Male,PROPERTY - DAMAGE,0,0,2015
46 - 55,None,1990,Female,Two or More Races,White,Female,AUTO RECOVERY,0,0,2015
46 - 55,None,1974,Male,White,White,Male,BURG - OCCUPIED RESD,0,0,2015
36 - 45,None,1982,Male,White,White,Male,DISTURBANCE,0,0,2015
36 - 45,None,1981,Male,Hispanic,White,Male,WARRANT - FELONY PICKUP,0,0,2015
36 - 45,None,1966,Male,White,Multi-Racial,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2015
36 - 45,None,1960,Female,White,White,Male,DISTURBANCE,0,0,2015
26 - 35,None,1985,Female,Declined to Answer,White,Female,ILLEGAL DUMPING,0,0,2015
36 - 45,None,1968,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2015
18 - 25,None,1992,Male,White,Black or African American,Male,DISTURBANCE,0,1,2015
46 - 55,None,1990,Female,White,White,Male,TRESPASS,0,1,2015
56 and Above,None,1980,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
36 - 45,None,1979,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
46 - 55,None,1980,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2015
36 - 45,None,1980,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2015
46 - 55,None,1984,Male,White,American Indian or Alaska Native,Female,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
26 - 35,None,1986,Male,White,White,Male,UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE),0,1,2015
26 - 35,None,1972,Male,White,Asian,Female,DISTURBANCE,0,0,2015
46 - 55,None,1977,Male,White,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,0,2015
26 - 35,None,1980,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2015
26 - 35,None,1990,Male,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
36 - 45,None,1977,Male,White,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,0,2015
26 - 35,None,1986,Male,Asian,Hispanic,Male,DISTURBANCE,0,0,2015
18 - 25,None,1967,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2015
18 - 25,None,1965,Female,White,Asian,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1984,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2015
26 - 35,None,1981,Male,White,Asian,Male,DISTURBANCE - DV CRITICAL,0,0,2015
18 - 25,Handgun,1958,Male,Black or African American,Asian,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2015
26 - 35,None,1979,Male,White,White,Female,AUTO RECOVERY,0,1,2015
26 - 35,None,1961,Male,White,White,Male,PROPERTY - DAMAGE,0,1,2015
26 - 35,None,1990,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1984,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
36 - 45,None,1989,Male,White,White,Male,WARRANT - MISD PICKUP,0,0,2015
18 - 25,None,1983,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1989,Male,White,White,Female,WARRANT - MISD PICKUP,0,0,2015
26 - 35,None,1986,Male,White,White,Female,DISTURBANCE - DV CRITICAL,0,0,2015
18 - 25,None,1977,Male,White,White,Male,TRESPASS,0,0,2015
26 - 35,Firearm Other,1982,Male,Declined to Answer,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
18 - 25,None,1985,Female,White,Black or African American,Female,SUICIDE - CRITICAL,0,0,2015
56 and Above,None,1971,Male,Hispanic,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
26 - 35,None,1963,Male,Hispanic,Black or African American,Male,ASSIST PUBLIC - NO WELFARE CHK OR DV ORDER SERVICE,0,0,2015
26 - 35,None,1984,Male,Black or African American,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2015
36 - 45,None,1982,Male,Declined to Answer,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
36 - 45,None,1982,Male,Native Hawaiian or Other Pacific Islander,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2015
18 - 25,None,1986,Male,White,Asian,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
36 - 45,None,1981,Male,White,White,Male,NUISANCE,0,0,2015
36 - 45,None,1985,Male,Declined to Answer,White,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
26 - 35,None,1975,Male,White,White,Female,WARRANT - FELONY PICKUP,0,0,2015
18 - 25,Lethal Cutting Instrument,1974,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2015
18 - 25,None,1986,Male,White,Asian,Female,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
46 - 55,None,1983,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
46 - 55,None,1969,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1986,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
26 - 35,None,1985,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2015
36 - 45,None,1985,Male,White,White,Male,BOMB THREATS - CRITICAL,0,0,2015
36 - 45,None,1984,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2015
18 - 25,None,1977,Male,White,Unknown,Female,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2015
26 - 35,None,1967,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
18 - 25,None,1977,Male,White,Unknown,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2015
26 - 35,None,1963,Male,Black or African American,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2015
26 - 35,None,1986,Male,White,White,Male,OBS - DOWN - CHECK FOR PERSON DOWN,0,0,2015
18 - 25,None,1983,Male,White,Hispanic,Male,DISTURBANCE,0,0,2015
18 - 25,None,1963,Male,Black or African American,Hispanic,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2015
18 - 25,None,1983,Male,White,Hispanic,Female,DISTURBANCE,0,0,2015
46 - 55,None,1985,Male,Two or More Races,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
26 - 35,None,1984,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2015
26 - 35,None,1985,Male,White,Multi-Racial,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
46 - 55,None,1969,Male,White,Black or African American,Male,DISTURBANCE,0,0,2015
18 - 25,None,1985,Male,White,Multi-Racial,Male,WARRANT - FELONY PICKUP,0,1,2015
18 - 25,None,1984,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
26 - 35,None,1969,Male,White,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2015
36 - 45,None,1964,Male,Asian,White,Male,OBS - INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT,0,0,2015
18 - 25,None,1986,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
56 and Above,None,1989,Male,White,White,Male,TRESPASS,0,0,2015
36 - 45,Lethal Cutting Instrument,1988,Male,Declined to Answer,Unknown,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2015
18 - 25,None,1984,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2015
18 - 25,None,1977,Male,White,White,Female,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
46 - 55,None,1983,Male,White,Hispanic,Female,DISTURBANCE,0,0,2015
26 - 35,None,1988,Female,Declined to Answer,Asian,Female,FRAUD,0,0,2015
18 - 25,None,1965,Female,White,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,0,2015
18 - 25,None,1982,Male,White,Multi-Racial,Male,NOISE - GENERAL,0,0,2015
18 - 25,None,1981,Male,Hispanic,Black or African American,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2015
26 - 35,None,1983,Male,White,Unknown,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1990,Male,White,Black or African American,Male,HAZ - POTENTIAL THRT TO PHYS SAFETY,0,1,2015
46 - 55,None,1978,Male,White,Hispanic,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2015
56 and Above,Lethal Cutting Instrument,1990,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2015
36 - 45,None,1962,Female,White,Asian,Female,DISTURBANCE,0,0,2015
26 - 35,None,1962,Female,White,White,Male,DISTURBANCE,0,0,2015
46 - 55,None,1992,Male,White,Black or African American,Male,ASLT - DV CRITICAL,0,0,2015
18 - 25,None,1973,Male,White,Multi-Racial,Male,SUICIDE - CRITICAL,0,0,2015
18 - 25,None,1961,Male,White,Multi-Racial,Male,DISTURBANCE,0,0,2015
18 - 25,None,1987,Male,White,White,Male,PROPERTY - DAMAGE,0,0,2015
56 and Above,None,1986,Male,White,White,Male,DUI - DRIVING UNDER INFLUENCE,0,0,2015
56 and Above,None,1979,Male,White,Black or African American,Male,TRESPASS,0,0,2015
26 - 35,None,1984,Male,White,Black or African American,Male,TRESPASS,0,0,2015
26 - 35,Shotgun,1982,Male,White,White,Male,SUICIDE - CRITICAL,0,1,2015
18 - 25,None,1988,Male,White,Hispanic,Male,DISTURBANCE - DV CRITICAL,0,1,2015
26 - 35,None,1982,Male,White,White,Male,NOISE - GENERAL,0,0,2015
36 - 45,None,1985,Male,Hispanic,Hispanic,Male,NUISANCE,0,0,2015
56 and Above,Lethal Cutting Instrument,1973,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2015
26 - 35,Lethal Cutting Instrument,1955,Male,Hispanic,White,Male,AUTO RECOVERY,0,0,2015
18 - 25,None,1986,Female,White,White,Female,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2015
18 - 25,None,1987,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
18 - 25,None,1987,Male,White,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1984,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
46 - 55,None,1973,Male,White,White,Female,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
26 - 35,None,1971,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2015
18 - 25,None,1968,Male,White,Black or African American,Male,SHOTS HEARD - IN PROGRESS,0,1,2015
56 and Above,None,1969,Male,White,Black or African American,Male,BURG - OCCUPIED RESD,0,0,2015
26 - 35,Lethal Cutting Instrument,1986,Female,White,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2015
26 - 35,None,1987,Female,Two or More Races,Hispanic,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2015
36 - 45,None,1987,Female,White,White,Male,WARRANT - FELONY PICKUP,0,0,2015
26 - 35,None,1979,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2015
18 - 25,None,1987,Male,White,White,Female,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2015
26 - 35,None,1980,Male,White,White,Female,AUTO RECOVERY,0,0,2015
26 - 35,None,1984,Male,White,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2015
26 - 35,None,1990,Female,Two or More Races,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
56 and Above,None,1986,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2015
46 - 55,None,1981,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
18 - 25,None,1982,Male,White,White,Male,PROPERTY - DAMAGE,0,1,2015
26 - 35,Handgun,1971,Male,White,White,Female,AUTO RECOVERY,0,0,2015
36 - 45,None,1982,Male,Hispanic,White,Male,WARRANT - FELONY PICKUP,0,0,2015
26 - 35,None,1979,Male,American Indian or Alaska Native,Multi-Racial,Male,DISTURBANCE,0,0,2015
26 - 35,None,1986,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2015
26 - 35,None,1980,Male,Asian,White,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,0,2015
26 - 35,None,1985,Male,Black or African American,White,Male,DISTURBANCE,0,0,2015
26 - 35,None,1986,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2015
26 - 35,None,1981,Female,Black or African American,Black or African American,Male,DISTURBANCE,0,0,2015
56 and Above,None,1977,Male,White,White,Female,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,0,2015
36 - 45,None,1981,Male,Hispanic,Black or African American,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,0,2015
18 - 25,None,1974,Male,White,White,Male,DISTURBANCE - DV - NO ASLT,0,0,2015
26 - 35,None,1973,Male,White,Multi-Racial,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2015
18 - 25,None,1974,Male,White,White,Female,DISTURBANCE - DV - NO ASLT,0,0,2015
36 - 45,None,1969,Male,Declined to Answer,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2015
18 - 25,None,1973,Male,White,Multi-Racial,Male,DISTURBANCE - DV - NO ASLT,0,0,2015
26 - 35,Lethal Cutting Instrument,1982,Male,Two or More Races,Other,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2015
46 - 55,None,1980,Male,White,Unknown,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2015
56 and Above,None,1973,Male,White,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2015
26 - 35,None,1968,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2015
36 - 45,None,1986,Male,White,Black or African American,Male,DISTURBANCE,0,0,2015
18 - 25,None,1968,Male,White,White,Male,BURG - OCCUPIED RESD,0,1,2015
18 - 25,None,1980,Male,White,Black or African American,Male,TRESPASS,0,0,2015
18 - 25,None,1980,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2015
26 - 35,None,1967,Male,White,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2015
18 - 25,None,1984,Male,Asian,White,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2015
18 - 25,None,1983,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2015
46 - 55,None,1977,Male,White,Black or African American,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,0,2015
18 - 25,None,1984,Male,White,Black or African American,Male,DISTURBANCE,0,0,2015
36 - 45,None,1973,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2015
26 - 35,None,1976,Male,Hispanic,Black or African American,Male,FOOT - ELUDING POLICE,0,0,2015
36 - 45,Lethal Cutting Instrument,1985,Male,Asian,White,Female,DISTURBANCE,0,1,2015
26 - 35,Lethal Cutting Instrument,1961,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2015
